,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,correlation_0,correlation_45,correlation_90,correlation_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,contrast_0,contrast_45,contrast_90,contrast_135,ASM_0,ASM_45,ASM_90,ASM_135,energy_0,energy_45,energy_90,energy_135,label
0,18.804191788689494,21.666418798335272,21.447746195810023,20.78108268887652,0.53527950742948,0.39119652053782605,0.4337902529356217,0.4794509344778745,0.09335103520238112,0.09159741546453834,0.09008194235511863,0.08678987681955146,901.4536319265816,1194.822278405761,1104.807493540142,1024.0770374777323,0.00043692801317330273,0.00043739323672454877,0.0004374741216701022,0.00042466436474988405,0.020902823090991864,0.020913948377208662,0.020915882043798732,0.02060738616976651,glTr
1,10.92807924203333,12.258328375966926,11.832902670112592,12.162403331350601,0.5644403651794195,0.4625381660459581,0.4544702585782124,0.4424150215113802,0.17362602488869014,0.16518717504070216,0.17019724495545055,0.15694928644295375,379.4589434395823,460.18069601428436,453.28423772612115,477.3352171326683,0.00182170460204208,0.001790093005034895,0.001796058110560409,0.0017524151016311696,0.04268143158379391,0.042309490720580586,0.042379925797013954,0.04186185736002608,glTr
2,2.9273614699971504,3.0461035098156035,2.4959804766006455,2.7099940511600367,0.4599324419204102,0.3740696367582043,0.5694493786873854,0.5133326133881573,0.36727258356847675,0.35690896382519155,0.3933023428043355,0.38077581440825653,22.409704277921474,25.702558001189875,17.37482055699115,18.99167162403339,0.015124505730594663,0.015250836411855194,0.017318687239254005,0.01611192082416034,0.12298172925518108,0.12349427683846403,0.1316004834309282,0.12693274134028754,glTr
3,24.462388745337616,27.99434860202433,26.40582830893239,25.726650803095023,0.5406142215659342,0.4353932871718948,0.48919214024273605,0.5193103327002261,0.07688013361018886,0.06480987271012549,0.07075899606744296,0.06946988271948522,1322.2479184612557,1649.8158834028206,1491.464111398395,1404.296549672881,0.0002532809992409861,0.0002248730518964978,0.0002307256879298729,0.0002443368352808721,0.015914804404735427,0.014995767799499224,0.015189657268347858,0.015631277467976573,glTr
4,12.147143267298778,15.316032123736237,16.043927648579366,14.78004164188017,0.5396729939796697,0.32858314786981774,0.27047448877786645,0.34568057558656456,0.13803324719111543,0.1269176942656955,0.12303952902912636,0.1248101745842429,381.50200976171044,575.4712968471306,630.3743898937869,560.1917013682458,0.0008990182329347594,0.0008157205262582637,0.0007698996372109111,0.0007909594972823493,0.029983632750798548,0.028560821526319297,0.027747065380160675,0.028124002156207237,glTr
5,8.852138960666155,8.991671624033396,8.904105656043685,9.769185008923353,0.6094734711613372,0.5556585245234605,0.5411873522778998,0.48203482819937726,0.13418993284861405,0.1292223356668408,0.13151861593750558,0.12276727731301089,135.89520528280306,143.56365258774625,143.71518805627417,168.56305770374874,0.0010719388516752168,0.0010689155947725443,0.0011110422808326712,0.0010485228580902845,0.032740477267065256,0.03269427464820934,0.03333230086316681,0.032380902675655666,glTr
6,10.990525409130454,11.488102320047775,10.743468274476443,11.134443783462409,0.1523361931507858,0.10521661174810414,0.18508606688108223,0.1579044244727408,0.14989156571432705,0.13720194265632674,0.15140144966715138,0.14639100018074955,348.6675279931206,371.52647233789884,330.95219638243805,349.6415823914389,0.0015990159825556517,0.0015256730841710486,0.0016389437264252454,0.0015935972645953688,0.03998769789017182,0.03905986538854235,0.04048386995366482,0.03991988557843533,glTr
7,8.447889750215564,8.755056513979929,8.73026126902121,8.58581201665689,0.18947490837512923,0.15877914108919092,0.15314124768246792,0.21547694549763347,0.17418603084255524,0.17254456524044107,0.17439942433889194,0.16704536512736712,187.44731553259092,200.18277810827223,201.8703703703754,186.97456870910472,0.00261364435386875,0.002471458131101683,0.002473644803944571,0.0024557875736836883,0.05112381396050915,0.04971376198902758,0.049735749757539305,0.04955590352000141,glTr
8,8.741745621590903,9.574806662700952,9.527706000574533,8.94303985722798,0.4424944207773158,0.3844982529058176,0.36796928586065475,0.442562294650165,0.1676457012695437,0.15763459619118259,0.1563119026263022,0.15640741895698765,194.07967269595753,220.56528851874336,224.4671260407755,199.81067816776059,0.0019325131072222904,0.0018162142870540993,0.0017851771563600065,0.0018288215103826112,0.04396035836094026,0.04261706567859992,0.04225135685821234,0.04276472273244165,glTr
9,9.56000574217663,9.440362879238727,9.511915015791352,10.775728732897285,0.4026221682447861,0.3959955358023684,0.36287128013835457,0.2690546360434491,0.16497157594666784,0.17014416547583464,0.1843418205270248,0.15599413710733925,278.7196382429021,283.5406008328419,293.7372954349785,341.95300416419536,0.0013526386190289526,0.001448901729481099,0.0015794797238777596,0.001331809378075587,0.03677823567041998,0.03806444179915291,0.039742668806683826,0.03649396358407219,glTr
10,13.541487223658622,15.547739440809334,14.490381854723868,15.016508030934236,0.41726409624481725,0.20863166885106238,0.3122376473878455,0.29333976292346997,0.14576758076047866,0.13119387503673285,0.1389944806943086,0.14102665147756485,550.7895492391939,763.026323616912,653.3594602354678,683.1625520523642,0.001421551328964507,0.0013514058690740085,0.0014010361965659556,0.0014051966886090006,0.037703465742084066,0.03676147261840865,0.03743041806560482,0.03748595321729195,gl
11,15.121016365203577,16.94021415823951,16.105656043641815,16.981112433075904,0.5286936733208981,0.39675312934240176,0.41627178701228906,0.4111792225514693,0.14598193582348248,0.1475087434006863,0.15303236239639117,0.14012455324493228,717.7388745335032,908.8152885187657,866.6115417744026,888.5834324806899,0.0012189862923884368,0.0012048081914926684,0.0012491252990513013,0.0011913273097054291,0.03491398419528251,0.034710347037917505,0.03534296675508865,0.03451560965281403,gl
12,7.7302612690212635,8.426680547293396,8.444587998851881,8.420582986317758,0.41775285564561215,0.32364438571030146,0.2756809336023681,0.32708290265688844,0.21357894030495617,0.20572129161565608,0.20955352603590605,0.2015047305037774,202.64814814815406,233.18129089827798,238.24791846110367,231.8075550267725,0.003151499399610421,0.0031403598004218804,0.0032675835189484503,0.0031498152179182527,0.05613821692581998,0.056038913269458396,0.05716278088886553,0.05612321460784524,gl
13,9.740310077519805,10.908090422367811,10.826299167384903,10.585812016656947,0.46341564744942415,0.3317082239549185,0.3339463970912698,0.36796050204527225,0.17381068002151512,0.17237375273942207,0.1839175126857718,0.16670117668848203,290.1057995980586,371.85812016657337,381.6902095894506,352.63280785247485,0.0027481931227588555,0.0026507461175944652,0.002735797490274952,0.002665388191004073,0.05242321167916799,0.05148539712961788,0.052304851498450426,0.05162739767801659,gl
14,7.338788400804233,7.911064842355851,8.114843525696607,7.9647531231411195,0.3982022853802817,0.34770279576738056,0.267772197807502,0.2825330925123892,0.25447882762567264,0.23785637056873948,0.25202929392559487,0.24292012933751883,198.78323284525612,224.6082688875698,256.41401091014507,246.93441403926658,0.005344331092929078,0.0049568395027039126,0.005268267452865792,0.005110094678920183,0.0731049320697932,0.07040482584811862,0.07258283166745282,0.07148492623567701,gl
15,10.8344817685907,10.923557406306,9.605368934826693,10.422218917311294,0.27198959131222966,0.2635340956141234,0.41515940780989397,0.3417925312316187,0.14081658638802175,0.1457646251508958,0.15596882058351055,0.1414685757320068,290.03402239449684,299.60975609756775,242.2016939420127,266.6503569304037,0.0013584912534852181,0.0013516049304949382,0.0014145240460433786,0.0013706263551660125,0.03685771633573109,0.03676417999214641,0.037610158814386556,0.03702197124905713,gl
16,5.311800172265385,5.452260559191007,4.723370657479274,5.307703747769229,0.26101746466770065,0.2035086410444103,0.3980633807796682,0.2666473856567619,0.2455539172318924,0.24684410494418613,0.268638920829295,0.24852264926598094,89.70542635659062,93.07361689470576,68.20628768303288,85.71162998215407,0.004793256099990947,0.0048955507029788065,0.005356077577576751,0.00494302685188171,0.06923334528961422,0.0699682120893396,0.07318522786448609,0.07030666292665091,gl
